name,poi_id,cate,lat,lng,COMMUNITY,AREA_NUMBE
,872199,public services,41.8849951,-87.6501435,NEAR WEST SIDE,28.0
508 Pershing,872201,public services,41.8241094,-87.6137526,DOUGLAS,35.0
,872202,public services,41.8883389,-87.6465198,NEAR WEST SIDE,28.0
,872235,public services,41.9828269,-87.8823851,OHARE,76.0
,872344,public services,41.9872579,-87.6543437,EDGEWATER,77.0
,872360,public services,41.9704878,-87.760507,JEFFERSON PARK,11.0
,872380,public services,41.9823344,-87.8088411,NORWOOD PARK,10.0
,872386,public services,41.8531056,-87.6338399,ARMOUR SQUARE,34.0
Ally,872402,public services,41.9131888,-87.6586185,WEST TOWN,24.0
,872423,public services,41.9381787,-87.807081,DUNNING,17.0
,872901,public services,41.8928193,-87.6315614,NEAR NORTH SIDE,8.0
,872986,public services,41.8638623,-87.626209,NEAR SOUTH SIDE,33.0
,873038,public services,41.8611755,-87.6278248,NEAR SOUTH SIDE,33.0
The Reed,873078,public services,41.8723948,-87.6347561,LOOP,32.0
,873093,public services,41.8642266,-87.7255402,NORTH LAWNDALE,29.0
,873095,public services,41.8642206,-87.7254526,NORTH LAWNDALE,29.0
,873288,public services,41.889932,-87.6995826,HUMBOLDT PARK,23.0
,873310,public services,41.884948,-87.652472,NEAR WEST SIDE,28.0
,873328,public services,41.8699413,-87.624809,LOOP,32.0
,873420,public services,41.8308719,-87.6542531,BRIDGEPORT,60.0
,873592,public services,41.839244,-87.6649506,LOWER WEST SIDE,31.0
,873593,public services,41.8391328,-87.6654046,LOWER WEST SIDE,31.0
Amazon,873622,public services,41.903384,-87.737192,HUMBOLDT PARK,23.0
,873654,public services,41.8837702,-87.6411397,NEAR WEST SIDE,28.0
,873661,public services,41.8853628,-87.6401118,NEAR WEST SIDE,28.0
Multi-Modal Facility,873710,public services,41.9929286,-87.8823177,OHARE,76.0
,873785,public services,41.931017,-87.6541645,LINCOLN PARK,7.0
,873793,public services,41.8968082,-87.6413326,NEAR NORTH SIDE,8.0
,874303,public services,41.9903495,-87.8864215,OHARE,76.0
,874313,public services,41.8704662,-87.6659143,NEAR WEST SIDE,28.0
,874693,public services,41.9979898,-87.8879918,OHARE,76.0
,875117,public services,41.8290013,-87.6809857,MCKINLEY PARK,59.0
Northwestern Outpatient Center,875163,public services,41.9531721,-87.7400964,IRVING PARK,16.0
,875617,public services,41.7883483,-87.7408895,GARFIELD RIDGE,56.0
,875657,public services,41.7808445,-87.7530499,CLEARING,64.0
,875671,public services,41.7869413,-87.7613605,GARFIELD RIDGE,56.0
,875672,public services,41.7869475,-87.7610782,GARFIELD RIDGE,56.0
,875673,public services,41.7886446,-87.7613221,GARFIELD RIDGE,56.0
,876690,public services,41.8956878,-87.7262708,HUMBOLDT PARK,23.0
,876881,public services,41.8684647,-87.6419186,NEAR WEST SIDE,28.0
,877016,public services,41.8580679,-87.634362,NEAR SOUTH SIDE,33.0
,877087,public services,41.8848737,-87.6549205,NEAR WEST SIDE,28.0
,877640,public services,41.8028511,-87.5866776,KENWOOD,39.0
,877980,public services,41.8306491,-87.6953763,BRIGHTON PARK,58.0
,877981,public services,41.8305353,-87.6967462,BRIGHTON PARK,58.0
,879001,public services,41.8892625,-87.6449351,WEST TOWN,24.0
,879299,public services,41.7780496,-87.6189082,GREATER GRAND CROSSING,69.0
,881176,public services,41.8819264,-87.653606,NEAR WEST SIDE,28.0
,883463,public services,41.831686,-87.7089986,SOUTH LAWNDALE,30.0
,883464,public services,41.8312308,-87.7104562,SOUTH LAWNDALE,30.0
,887276,public services,41.877668,-87.6403436,NEAR WEST SIDE,28.0
,887277,public services,41.8777714,-87.6403485,NEAR WEST SIDE,28.0
,887278,public services,41.8778699,-87.640351,NEAR WEST SIDE,28.0
,887279,public services,41.8774496,-87.6365343,LOOP,32.0
,888167,public services,41.8614335,-87.6720699,NEAR WEST SIDE,28.0
,888179,public services,41.7553545,-87.6985922,ASHBURN,70.0
,888375,public services,41.8886915,-87.6493159,NEAR WEST SIDE,28.0
,888445,public services,41.7511058,-87.6890649,ASHBURN,70.0
,888446,public services,41.7511078,-87.6888877,ASHBURN,70.0
,889544,public services,41.8993746,-87.6346374,NEAR NORTH SIDE,8.0
,889545,public services,41.8985922,-87.6346163,NEAR NORTH SIDE,8.0
,889546,public services,41.8846081,-87.6529695,NEAR WEST SIDE,28.0
,889547,public services,41.8794134,-87.6478,NEAR WEST SIDE,28.0
,889548,public services,41.8769152,-87.6537465,NEAR WEST SIDE,28.0
,889551,public services,41.9081597,-87.6501731,NEAR NORTH SIDE,8.0
,889552,public services,41.9079576,-87.6513047,NEAR NORTH SIDE,8.0
,889553,public services,41.908244,-87.6509852,NEAR NORTH SIDE,8.0
,889558,public services,41.8484623,-87.6265929,NEAR SOUTH SIDE,33.0
,889560,public services,41.8553864,-87.6435166,LOWER WEST SIDE,31.0
,889822,public services,41.8200351,-87.7066644,BRIGHTON PARK,58.0
,890336,public services,41.8931261,-87.6124448,NEAR NORTH SIDE,8.0
Whealan Pool Aquatic Center,893947,public services,41.9979931,-87.7829666,NORWOOD PARK,10.0
Fuller Park Fieldhouse,894146,public services,41.8120506,-87.634594,FULLER PARK,37.0
Carver Park Fieldhouse,894161,public services,41.655313,-87.599211,RIVERDALE,54.0
,894230,public services,41.968862,-87.6898148,LINCOLN SQUARE,4.0
Soule,299070,public services,41.8660462,-87.7161542,NORTH LAWNDALE,29.0
31st Street Beach House,404636,public services,41.8384969,-87.6068006,DOUGLAS,35.0
Harold Washington Library Center,269,public services,41.8763088,-87.6281983,LOOP,32.0
Sulzer Regional Library,329,public services,41.9627687,-87.6844006,LINCOLN SQUARE,4.0
Bucktown-Wicker Park Library,1235,public services,41.9125691,-87.6803337,WEST TOWN,24.0
Blackstone Memorial Library,3562,public services,41.8057528,-87.590304,KENWOOD,39.0
Mayfair Branch Library,59957,public services,41.9683879,-87.7381887,ALBANY PARK,14.0
Henry W. Austin Branch Library,81416,public services,41.8890176,-87.7658154,AUSTIN,25.0
West Chicago Avenue Branch Library,91109,public services,41.8953153,-87.7479986,AUSTIN,25.0
North Austin Branch Library,97864,public services,41.9096059,-87.7688945,AUSTIN,25.0
Portage-Cragin Branch Library,106068,public services,41.9389432,-87.7549379,PORTAGE PARK,15.0
Jefferson Park Branch Library,123142,public services,41.9673618,-87.7619895,PORTAGE PARK,15.0
Edgebrook Branch Library,130858,public services,41.9970581,-87.7619059,FOREST GLEN,12.0
Clearing Branch Library,134005,public services,41.7764543,-87.7822522,CLEARING,64.0
Garfield Ridge Branch Library,145472,public services,41.7929839,-87.7802276,GARFIELD RIDGE,56.0
West Belmont Branch Library,161716,public services,41.9367359,-87.7861973,BELMONT CRAGIN,19.0
Austin-Irving Branch Library,169074,public services,41.9532474,-87.7797555,PORTAGE PARK,15.0
Roden Branch Library,227920,public services,41.9921173,-87.7979924,NORWOOD PARK,10.0
Oriole Park Branch Library,241686,public services,41.9783793,-87.8138524,NORWOOD PARK,10.0
Scottsdale Branch Library,266772,public services,41.7491401,-87.7245797,ASHBURN,70.0
Archer Heights Branch Library,277175,public services,41.8008881,-87.7266314,ARCHER HEIGHTS,57.0
John Toman Branch Library,294591,public services,41.8421053,-87.7248532,SOUTH LAWNDALE,30.0
Douglass Branch Library,297142,public services,41.8643346,-87.7101318,NORTH LAWNDALE,29.0
Henry E. Legler Regional Library,302394,public services,41.8793086,-87.725282,WEST GARFIELD PARK,26.0
Humboldt Park Branch Library,313907,public services,41.9104202,-87.7052049,HUMBOLDT PARK,23.0
Albany Park Branch Library,340934,public services,41.9754552,-87.7139807,NORTH PARK,13.0
Mount Greenwood Branch Library,354083,public services,41.693085,-87.7012038,MOUNT GREENWOOD,74.0
Wrightwood-Ashburn Branch Library,358416,public services,41.7376459,-87.7024956,ASHBURN,70.0
Gage Park Branch Library,380248,public services,41.7934348,-87.6941771,GAGE PARK,63.0
Brighton Park Branch Library,386364,public services,41.8150556,-87.7031965,BRIGHTON PARK,58.0
Lincoln Belmont Branch Library,404701,public services,41.9403241,-87.6707807,LAKE VIEW,6.0
Logan Square Branch Library,425658,public services,41.9250805,-87.7036033,LOGAN SQUARE,22.0
Budlong Woods Library Branch,441154,public services,41.9833689,-87.6963386,WEST RIDGE,2.0
George C. Walker Branch Library,459117,public services,41.6921955,-87.6737741,MORGAN PARK,75.0
Beverly Branch Library,465482,public services,41.7213822,-87.6722998,BEVERLY,72.0
West Englewood Library,489163,public services,41.7790791,-87.668451,WEST ENGLEWOOD,67.0
McKinley Park Branch Library,500806,public services,41.8301621,-87.6735916,MCKINLEY PARK,59.0
Mabel Manning Branch Library,509538,public services,41.8810159,-87.6795691,NEAR WEST SIDE,28.0
West Town Branch Library,510088,public services,41.8957806,-87.6683665,WEST TOWN,24.0
Rogers Park Branch Library,557026,public services,42.0070044,-87.6731947,ROGERS PARK,1.0
West Pullman Branch Library,562679,public services,41.6780613,-87.6431122,WEST PULLMAN,53.0
Carter G. Woodson Regional Library,573398,public services,41.7209749,-87.6427601,WASHINGTON HEIGHTS,73.0
Brainerd Branch Library,575991,public services,41.7325373,-87.6577235,AUBURN GRESHAM,71.0
Thurgood Marshall Branch Library,586173,public services,41.7573655,-87.6543732,AUBURN GRESHAM,71.0
West Lawn Branch Library,607379,public services,41.7789034,-87.7236111,WEST LAWN,65.0
Sherman Park Branch Library,611059,public services,41.7948388,-87.6551403,NEW CITY,61.0
Canaryville Branch Library,612983,public services,41.8164797,-87.6425979,NEW CITY,61.0
Richard J. Daley Branch Library,613482,public services,41.8325675,-87.6464649,BRIDGEPORT,60.0
Rudy Lozano Branch Library,622354,public services,41.8575258,-87.6609401,LOWER WEST SIDE,31.0
West Loop Branch Library,625934,public services,41.8837864,-87.6547591,NEAR WEST SIDE,28.0
Merlo Branch Library,638663,public services,41.940313,-87.6462138,LAKE VIEW,6.0
Bezazian Branch Library,643391,public services,41.9716613,-87.6607312,UPTOWN,3.0
Uptown Branch Library,644433,public services,41.9581963,-87.6542071,UPTOWN,3.0
Kelly Branch Library,683219,public services,41.7820003,-87.6372593,ENGLEWOOD,68.0
George C. Hall Branch Library,683570,public services,41.8071886,-87.6222748,GRAND BOULEVARD,38.0
Chicago Bee Branch Library,687258,public services,41.8280423,-87.62612,DOUGLAS,35.0
Near North Branch Library,695277,public services,41.9041394,-87.6365802,NEAR NORTH SIDE,8.0
Pullman Branch Library,705510,public services,41.6943702,-87.6179597,ROSELAND,49.0
Whitney M. Young Jr. Branch Library,722367,public services,41.7508945,-87.6144907,CHATHAM,44.0
Bessie Coleman Branch Library,730712,public services,41.780132,-87.6068351,WOODLAWN,42.0
"Dr. Martin Luther King, Jr. Branch Library",738666,public services,41.831812,-87.6177739,DOUGLAS,35.0
Avalon Branch Library,747006,public services,41.7463353,-87.5862809,AVALON PARK,45.0
Jeffery Manor Branch Library,763809,public services,41.7132259,-87.5655218,SOUTH DEERING,51.0
South Shore Branch Library,781602,public services,41.7624498,-87.5637112,SOUTH SHORE,43.0
Hegewisch Branch Library,786142,public services,41.6594057,-87.5487553,HEGEWISCH,55.0
South Chicago Branch Library,796571,public services,41.7303651,-87.5495349,SOUTH CHICAGO,46.0
Vodak-East Side Branch Library,804875,public services,41.7029595,-87.5336194,EAST SIDE,52.0
Greater Grand Crossing Branch Library,808626,public services,41.7625738,-87.6003151,GREATER GRAND CROSSING,69.0
Richard M. Daley Branch Library,808979,public services,41.894788,-87.706174,HUMBOLDT PARK,23.0
Little Village Branch Library,809112,public services,41.8496301,-87.7048338,SOUTH LAWNDALE,30.0
Dunning Branch Library,811014,public services,41.9430644,-87.8139247,DUNNING,17.0
Little Italy Branch Library,815111,public services,41.8695894,-87.6606725,NEAR WEST SIDE,28.0
Edgewater Branch Library,815306,public services,41.9911517,-87.6606958,EDGEWATER,77.0
Chinatown Branch Library,818566,public services,41.8538459,-87.6321557,ARMOUR SQUARE,34.0
Chicago Lawn Branch Library,840327,public services,41.7819066,-87.7035381,CHICAGO LAWN,66.0
Northtown Branch Library,894348,public services,42.0054541,-87.6904523,WEST RIDGE,2.0
Lincoln Park Cultural Center,866,public services,41.9196702,-87.6358551,LINCOLN PARK,7.0
Chicago Loop Post Office,980,public services,41.8790513,-87.6302496,LOOP,32.0
Chicago Fire Department Engine Company 1,1003,public services,41.8762433,-87.633344,LOOP,32.0
Chicago Police Department 18th District,1213,public services,41.9031435,-87.6435799,NEAR NORTH SIDE,8.0
Northtown Post Office,1700,public services,41.9969788,-87.7147305,NORTH PARK,13.0
Uptown Station Chicago Post Office,1956,public services,41.9705076,-87.660185,UPTOWN,3.0
Chicago Fire Department Engine Company 98,2461,public services,41.8970706,-87.6226104,NEAR NORTH SIDE,8.0
Chicago Fire Department Engine Company 60,2659,public services,41.7954159,-87.5976829,HYDE PARK,41.0
Chicago Fire Department Engine Company 5,3685,public services,41.8771785,-87.6442949,NEAR WEST SIDE,28.0
Cook County Domestic Violence Courthouse,3881,public services,41.8738582,-87.6416645,NEAR WEST SIDE,28.0
Chicago Fire Department Engine Company 42,4076,public services,41.8905711,-87.6300205,NEAR NORTH SIDE,8.0
Chicago Fire Academy,4402,public services,41.8693333,-87.6417505,NEAR WEST SIDE,28.0
Chicago Fire Department Survive Alive House,4413,public services,41.8694453,-87.6410782,NEAR WEST SIDE,28.0
Jackson Park Post Office,4508,public services,41.7843352,-87.608098,WOODLAWN,42.0
Chicago Fire Department Engine Company 112,4539,public services,41.9507389,-87.6783069,NORTH CENTER,5.0
Clearing Post Office,4659,public services,41.796373,-87.7514012,GARFIELD RIDGE,56.0
Southwest Carrier Annex,18405,public services,41.7670631,-87.7300658,WEST LAWN,65.0
Chicago Fire Department Engine Company 95,33143,public services,41.8830089,-87.7262928,WEST GARFIELD PARK,26.0
Chicago Post Office Mary Alice Henry Station,33144,public services,41.8810624,-87.7314704,WEST GARFIELD PARK,26.0
Chicago Fire Department Engine Company 76,41616,public services,41.9132323,-87.7261046,HUMBOLDT PARK,23.0
Chicago Fire Department Engine Company 91,47366,public services,41.9325788,-87.7266564,AVONDALE,21.0
Chicago Fire Department Engine Company 69,53347,public services,41.9541309,-87.7336367,IRVING PARK,16.0
Irving Park Post Office,56714,public services,41.9413839,-87.7464309,PORTAGE PARK,15.0
Chicago Police Department 17th District,66038,public services,41.9661366,-87.7282889,ALBANY PARK,14.0
Chicago Fire Department Engine Company 89,66048,public services,41.9898579,-87.7280309,NORTH PARK,13.0
Chicago Fire Department Engine Company 127,71567,public services,41.7786217,-87.7525608,CLEARING,64.0
Chicago Fire Department Engine Company 113,80606,public services,41.8731855,-87.7554801,AUSTIN,25.0
Austin Satellite Senior Center,80737,public services,41.873754,-87.7523182,AUSTIN,25.0
Chicago Fire Department Engine Company 96,81421,public services,41.8884071,-87.7674096,AUSTIN,25.0
Chicago Post Office Milton R. Brunson Station,84758,public services,41.8760409,-87.7552607,AUSTIN,25.0
Chicago Police Department 15th District Station,86505,public services,41.8798634,-87.7688022,AUSTIN,25.0
Chicago Fire Department Engine Company 117,86506,public services,41.8952768,-87.7487045,AUSTIN,25.0
Robert LeFlore Jr Post Office Branch,91108,public services,41.9020823,-87.7513158,AUSTIN,25.0
Cragin Post Office,94122,public services,41.9171122,-87.7537135,BELMONT CRAGIN,19.0
Chicago Fire Department Engine Company 68,94123,public services,41.9175928,-87.7580983,BELMONT CRAGIN,19.0
Chicago Police Department 25th District Station,100870,public services,41.9179408,-87.7650126,BELMONT CRAGIN,19.0
Chicago Fire Department Engine Company 108,119376,public services,41.9646922,-87.7575744,PORTAGE PARK,15.0
Jefferson Park Post Office Annex,123144,public services,41.9682654,-87.7615466,JEFFERSON PARK,11.0
Jefferson Park Post Office,123146,public services,41.9674418,-87.7628618,PORTAGE PARK,15.0
Chicago Police Department 16th District,130855,public services,41.9743477,-87.7660726,JEFFERSON PARK,11.0
Chicago Fire Department Engine Company 79,130857,public services,41.9981624,-87.766541,FOREST GLEN,12.0
Edgebrook Post Office,130911,public services,41.9975566,-87.7647608,FOREST GLEN,12.0
Chicago Fire Department Engine Company 32,134006,public services,41.79074,-87.7814003,GARFIELD RIDGE,56.0
Chicago Fire Department Engine Company 125,151350,public services,41.9225998,-87.7875347,BELMONT CRAGIN,19.0
Chicago Post Office McCauliffe Station,170453,public services,41.9526498,-87.7880777,DUNNING,17.0
Chicago Fire Department Engine Company 119,225465,public services,41.9907599,-87.7985319,NORWOOD PARK,10.0
Norwood Park Post Office,227918,public services,41.9956583,-87.8051357,NORWOOD PARK,10.0
Chicago Fire Department Engine Company 11,252329,public services,41.9769877,-87.8362166,NORWOOD PARK,10.0
JT Weeker (Chicago) Internation Service Center,253208,public services,41.953915,-87.9058702,OHARE,76.0
Chicago Fire Department ARFF Station #3,253223,public services,41.9808029,-87.8980423,OHARE,76.0
Ashburn Post Office,263223,public services,41.7493514,-87.7135255,ASHBURN,70.0
Chicago Fire Department Engine Company 64,263231,public services,41.7530213,-87.7215772,ASHBURN,70.0
Chicago Fire Department Engine Company 34,277176,public services,41.8081319,-87.7251787,ARCHER HEIGHTS,57.0
Chicago Police Department 10th District Station,289953,public services,41.8564298,-87.7084276,NORTH LAWNDALE,29.0
Chicago Post Office Otis Grant Collins Station,294585,public services,41.8498105,-87.725095,NORTH LAWNDALE,29.0
Chicago Fire Department Engine Company 38,297143,public services,41.8585903,-87.7243578,NORTH LAWNDALE,29.0
Chicago Police Department 11th District,300606,public services,41.8733093,-87.7054453,EAST GARFIELD PARK,27.0
Chicago Fire Department Engine Company 44,300608,public services,41.8888017,-87.7066474,HUMBOLDT PARK,23.0
Northwest (Copernicus) Senior Center,320933,public services,41.9381293,-87.7228064,AVONDALE,21.0
Daniel J. Doffyn Post Office,325669,public services,41.9498963,-87.708271,IRVING PARK,16.0
Chicago Fire Department Engine Company 124,333012,public services,41.962061,-87.7086038,ALBANY PARK,14.0
Chicago Fire Department Engine Company 92,348521,public services,41.6918206,-87.6990012,MOUNT GREENWOOD,74.0
Mount Greenwood Post Office,350031,public services,41.6912666,-87.7053229,MOUNT GREENWOOD,74.0
Chicago Fire Department Engine Company 15,359480,public services,41.7471426,-87.7026921,ASHBURN,70.0
Cook County Criminal Courthouse,399074,public services,41.8439769,-87.6959512,SOUTH LAWNDALE,30.0
South Shore Cultural Center,403075,public services,41.7682526,-87.5637818,SOUTH SHORE,43.0
Chicago Fire Department Engine Company 63,403437,public services,41.7736045,-87.589894,WOODLAWN,42.0
Chicago Police Department 12th District Station,404372,public services,41.8628987,-87.657288,NEAR WEST SIDE,28.0
Chicago Police Department 9th District,404379,public services,41.8369881,-87.6465787,BRIDGEPORT,60.0
Fort Dearborn Post Office,404647,public services,41.8920406,-87.6304589,NEAR NORTH SIDE,8.0
Chicago Post Office Nancy B. Jefferson Station,409331,public services,41.8800034,-87.6872643,NEAR WEST SIDE,28.0
Chicago Fire Department Engine Company 57,409831,public services,41.9045653,-87.687445,WEST TOWN,24.0
Chicago Fire Department Engine Company 43,414897,public services,41.9209392,-87.696477,LOGAN SQUARE,22.0
Roberto Clemente Post Office,419475,public services,41.9241523,-87.6969365,LOGAN SQUARE,22.0
Chicago Police Department 14th District,421949,public services,41.9212819,-87.6978123,LOGAN SQUARE,22.0
Chicago Police Department Area North Detective Bureau,421985,public services,41.9399977,-87.6895019,NORTH CENTER,5.0
Chicago Fire Department Engine Company 106,428164,public services,41.9430798,-87.703215,AVONDALE,21.0
Ravenswood Post Office,437841,public services,41.9688433,-87.6915687,LINCOLN SQUARE,4.0
Chicago Fire Department Engine Company 110,441156,public services,41.9761579,-87.6877593,LINCOLN SQUARE,4.0
Chicago Police Department 20th District,446450,public services,41.9800455,-87.693073,LINCOLN SQUARE,4.0
Chicago Fire Department Engine Company 71,446469,public services,41.995139,-87.6992512,WEST RIDGE,2.0
Morgan Park Post Office,459107,public services,41.6907137,-87.6677049,MORGAN PARK,75.0
Chicago Police Department 22nd District,460626,public services,41.6918179,-87.6689458,MORGAN PARK,75.0
Chicago Fire Department Engine Company 120,460628,public services,41.692979,-87.6687486,MORGAN PARK,75.0
Chicago Fire Department Engine Company 121,465484,public services,41.7215124,-87.6658262,BEVERLY,72.0
Chicago Fire Department Engine Company 129,474239,public services,41.7460082,-87.6637029,AUBURN GRESHAM,71.0
Chicago Fire Department Engine Company 101,480225,public services,41.7686448,-87.6801408,CHICAGO LAWN,66.0
Ogden Park Post Office,484331,public services,41.7743564,-87.6637421,WEST ENGLEWOOD,67.0
Chicago Fire Department Engine Company 116,486546,public services,41.7851884,-87.6639871,WEST ENGLEWOOD,67.0
Chicago Fire Department Engine Company 123,490349,public services,41.8008887,-87.6801307,GAGE PARK,63.0
Chicago Fire Department Engine Company 49,495979,public services,41.8137591,-87.664705,NEW CITY,61.0
Chicago Fire Department Engine Company 39,498064,public services,41.8334738,-87.6663558,MCKINLEY PARK,59.0
Chicago Fire Department Engine Company 23,502754,public services,41.8552128,-87.6756065,LOWER WEST SIDE,31.0
Cesar E. Chavez Post Office,505605,public services,41.8562836,-87.6656805,LOWER WEST SIDE,31.0
Cook County Juvenile Court,506989,public services,41.867497,-87.6812992,NEAR WEST SIDE,28.0
Chicago Fire Department Engine Company 103,508416,public services,41.880724,-87.6641299,NEAR WEST SIDE,28.0
Chicago Fire Department Engine Company 26,508417,public services,41.881519,-87.6818715,NEAR WEST SIDE,28.0
Chicago Fire Department  Engine Company 35,518268,public services,41.9162312,-87.6772231,LOGAN SQUARE,22.0
Graceland Post Office Annex,532087,public services,41.9486245,-87.6743614,NORTH CENTER,5.0
Lakeview Post Office,538489,public services,41.9540285,-87.6638688,LAKE VIEW,6.0
Northeast (Levy) Senior Center,541937,public services,41.9684798,-87.6796546,LINCOLN SQUARE,4.0
Levy Senior Center,542197,public services,41.9684659,-87.6800221,LINCOLN SQUARE,4.0
Chicago Fire Department Engine Company 70,550165,public services,41.9915906,-87.6705962,EDGEWATER,77.0
Rogers Park Post Office,553168,public services,41.997741,-87.6729635,EDGEWATER,77.0
Chicago Police Department 24th District,554919,public services,41.9996282,-87.6718864,ROGERS PARK,1.0
Chicago Fire Department Engine Company 102,554926,public services,42.0149727,-87.6754189,ROGERS PARK,1.0
Chicago Fire Department Engine Company 24,567769,public services,41.7048016,-87.6570691,BEVERLY,72.0
Auburn Park Post Office,575990,public services,41.7418574,-87.6627288,AUBURN GRESHAM,71.0
Chicago Fire Department Engine Company 73,575993,public services,41.7368361,-87.6427226,AUBURN GRESHAM,71.0
Chicago Police Department 6th District,583819,public services,41.7519739,-87.6444415,AUBURN GRESHAM,71.0
Chicago Englwood Senior Satellite Center,597468,public services,41.7795325,-87.6421257,ENGLEWOOD,68.0
Chicago Police Department 7th District,597608,public services,41.7797684,-87.660075,WEST ENGLEWOOD,67.0
Chicago Police Department 8th District,601954,public services,41.7791514,-87.7086923,CHICAGO LAWN,66.0
Chicago Fire Department Engine Company 88,601955,public services,41.7857582,-87.7148258,WEST LAWN,65.0
Stockyards Post Office,613076,public services,41.8199099,-87.6454605,NEW CITY,61.0
Chicago Fire Department Engine Company 29,613483,public services,41.8305243,-87.642161,BRIDGEPORT,60.0
Chicago Fire Department Engine Company 28,620110,public services,41.8455831,-87.6563318,BRIDGEPORT,60.0
Chicago Fire Department Engine Company 18,623412,public services,41.8644976,-87.6560165,NEAR WEST SIDE,28.0
Chicago Fire Department EMS & Paramedic Office,624018,public services,41.8644297,-87.6411393,NEAR WEST SIDE,28.0
UIC Police Department,625243,public services,41.8644882,-87.6506242,NEAR WEST SIDE,28.0
Chicago Fire Department Engine Company 14,626777,public services,41.8960023,-87.65623,WEST TOWN,24.0
Chicago Fire Department Engine Company 4,626778,public services,41.9039753,-87.6429423,NEAR NORTH SIDE,8.0
Chicago Fire Department Engine Company 22,628448,public services,41.9179284,-87.6439848,LINCOLN PARK,7.0
Chicago Fire Department Engine Company 55,633501,public services,41.9320742,-87.649337,LINCOLN PARK,7.0
Lincoln Park Post Office,634594,public services,41.9309819,-87.6435431,LINCOLN PARK,7.0
Chicago Fire Department Engine Company 78,639525,public services,41.9492498,-87.6565267,LAKE VIEW,6.0
Chicago Fire Department Engine Company 83,643394,public services,41.9656257,-87.6599655,UPTOWN,3.0
Clarendon Park Community Center,643664,public services,41.9636792,-87.6492993,UPTOWN,3.0
Chicago Fire Department Engine Company 62,652375,public services,41.6872843,-87.6217099,ROSELAND,49.0
Chicago Fire Department Engine Company 93,658096,public services,41.7054548,-87.631976,ROSELAND,49.0
Roseland Post Office,661957,public services,41.6934607,-87.6228341,ROSELAND,49.0
Abbott Park Senior Center,669180,public services,41.7210823,-87.6217944,ROSELAND,49.0
Chicago Fire Department Engine Company 122,674803,public services,41.7507917,-87.6209582,CHATHAM,44.0
Chicago Fire Department Engine Company 54,678854,public services,41.7651498,-87.6379895,ENGLEWOOD,68.0
Englewood Post Office,682091,public services,41.779487,-87.6404314,ENGLEWOOD,68.0
Chicago Fire Department Engine Company 84,682092,public services,41.7870525,-87.6263775,WASHINGTON PARK,40.0
Chicago Police Department 2nd District,684861,public services,41.8012015,-87.6300467,FULLER PARK,37.0
Chicago Police Department Headquarters,687263,public services,41.8306386,-87.6238792,DOUGLAS,35.0
Chicago Fire Department Engien Company 8,690422,public services,41.8531495,-87.6323638,ARMOUR SQUARE,34.0
22nd Street Post Office,693004,public services,41.8546009,-87.6267237,NEAR SOUTH SIDE,33.0
Chicago Police Department 1st District,693988,public services,41.8585278,-87.6279664,NEAR SOUTH SIDE,33.0
Chicago Fire Department - Air Mask Services,695302,public services,41.9018968,-87.6376856,NEAR NORTH SIDE,8.0
Chicago Fire Department Engine Company 82,712245,public services,41.7291325,-87.6037737,CHATHAM,44.0
Grand Crossing Post Office Annex,723354,public services,41.7534015,-87.6056303,GREATER GRAND CROSSING,69.0
Grand Crossing Post Office,723358,public services,41.7544075,-87.6049139,GREATER GRAND CROSSING,69.0
Chicago Fire Department Engine Company 47,725805,public services,41.773238,-87.6138719,WOODLAWN,42.0
Chicago Police Department 3rd District,730711,public services,41.7669611,-87.6063061,WOODLAWN,42.0
Harriet Harris Community Center,731401,public services,41.7816992,-87.6048873,WOODLAWN,42.0
Chicago Fire Department Engine Company 45,735181,public services,41.811211,-87.6069404,GRAND BOULEVARD,38.0
Henry W. McGee Post Office,736577,public services,41.8110595,-87.6061805,KENWOOD,39.0
Chicago Fire Department Engine Comnpany 19,737993,public services,41.832292,-87.6178068,DOUGLAS,35.0
Chicago Fire Department Engine Company 80,739026,public services,41.6636632,-87.5909002,SOUTH DEERING,51.0
Southeast Senior Center,747012,public services,41.7512961,-87.5804174,SOUTH CHICAGO,46.0
Chicago Fire Department Engine Company 72,747013,public services,41.74966,-87.5835887,AVALON PARK,45.0
Don Nash Community Center,753165,public services,41.7658376,-87.5799329,SOUTH SHORE,43.0
Chicago Fire Department Engine Company 81,759491,public services,41.7047772,-87.5611443,SOUTH DEERING,51.0
Chicago Police Department 4th District,760636,public services,41.707564,-87.5686481,SOUTH DEERING,51.0
Charles A. Hayes Post Office,779731,public services,41.7595218,-87.561117,SOUTH SHORE,43.0
Chicago Fire Department Engine Company 126,779732,public services,41.7622695,-87.5635935,SOUTH SHORE,43.0
Chicago Fire Department Engine Comany 97,782634,public services,41.6519767,-87.5444966,HEGEWISCH,55.0
Hegewisch Post Office,782635,public services,41.6543315,-87.5474534,HEGEWISCH,55.0
Chicago Fire Department Engine Company 104,787698,public services,41.6832421,-87.5397314,HEGEWISCH,55.0
Chicago Fire Department Engine Company 46,794792,public services,41.7262128,-87.5499485,SOUTH CHICAGO,46.0
South Chicago Post Office,796490,public services,41.7256084,-87.5502888,CALUMET HEIGHTS,48.0
Chicago Fire Department Engine Company 74,802644,public services,41.7022091,-87.5350179,EAST SIDE,52.0
